,cluster 1 qvalues,cluster 10 qvalues,cluster 2 qvalues,cluster 3 qvalues,cluster 4ER+ qvalues,cluster 4ER- qvalues,cluster 5 qvalues,cluster 6 qvalues,cluster 7 qvalues,cluster 8 qvalues,cluster 9 qvalues
Activation of HOX genes during differentiation,25.369519205082934,1.215108998808659,1.9373596297617264,2.2378908756236395,12.46363354054679,5.878242980716243,0.7212284348313813,2.2485711168287033,1.9816684282154013,1.6382647847705092,1.9502155502463518
Activation of anterior HOX genes in hindbrain development during early embryogenesis,25.369519205082934,1.215108998808659,1.9373596297617264,2.2378908756236395,12.46363354054679,5.878242980716243,0.7212284348313813,2.2485711168287033,1.9816684282154013,1.6382647847705092,1.9502155502463518
RHO GTPases activate PKNs,25.324783790860256,0.35758122137741094,2.137067321019332,1.6887517542023298,11.858975881112393,5.8730674810301915,0.8306734896345724,2.109273165884398,1.4214637997895188,2.0134393077242536,2.1334278748352804
Meiotic recombination,25.214334981341633,0.3957553913633552,1.9539208461500126,1.533495594816846,9.827735092953649,5.544062890178855,0.7229477685008804,2.0770220820163536,1.7659256716912628,1.3954959009217616,1.6646256395450885
ESR-mediated signaling,25.10361677907607,0.30477530491414934,1.0014488112661186,1.0514994046252593,10.632878659105083,7.689662561391266,0.6702415342234282,2.7788157473532764,2.0399795237327902,1.1177946578065423,1.8110875294906132
HCMV Late Events,24.954267087953465,1.3759757936878065,2.1801932217022277,1.8832410423998185,10.315270061108055,5.330895434907917,0.5565333361316296,2.009401237352955,2.0198914955563425,1.064534534599351,1.8404947686244812
Condensation of Prophase Chromosomes,24.830449611615556,1.180598478638692,2.1690646150741655,2.110370088302086,11.731392706226842,5.366992920732935,0.9536990272910708,1.912054265774642,2.054081652738478,1.4117317477032587,1.905387478107061
Transcriptional regulation of granulopoiesis,24.713803247046073,0.48386224141539097,2.2279150747529397,1.6097934341856632,10.333366224437794,5.423789375408115,0.7513090572277775,1.9376163850973536,1.7702560784995727,1.7303741068802414,1.6448120204584349
Gene Silencing by RNA,24.713803247046073,1.2617025739769034,1.6886138958468835,1.9783251812513731,11.047334593985742,5.866817072954439,0.8945359153633431,2.295099739956995,2.2603282197991845,0.9133930541837472,1.9167253892969238
Formation of the beta-catenin:TCF transactivating complex,24.593876684324503,0.5351858116174423,1.9306343373301966,1.5835337555847464,11.702634664905098,6.580973468289807,0.722137519643425,2.1946852755512714,1.5132180758810698,2.9222588211443052,1.979396252463559
DNA Double Strand Break Response,24.58857321022037,2.9884824534982632,2.032163864830568,1.838462694250704,11.022974864080288,5.0160425705867,1.1469956198834141,2.258219031359412,3.174415895903695,0.32266274386131605,2.219254686386096
HCMV Early Events,24.5574161876312,3.2748480360987378,2.2279150747529397,2.3188737504228416,10.47109218581078,4.422278273057666,1.2679862162019493,1.6912638628310266,3.213922432149788,0.42749138609840753,1.8678404932521129
Pre-NOTCH Expression and Processing,24.2498824247501,0.657574644532596,1.4667588087779557,1.1103561592735889,12.314757927897647,6.629254372232778,0.8662239426899889,2.201148235911374,1.69488709066919,2.4394146355964437,1.8747016548876017
Metalloprotease DUBs,24.191436545237526,1.2867080520064196,2.768320789667474,1.2943008794669217,14.046596865923819,6.4933328812865305,0.3252265906446342,1.717770280970639,1.893736046591545,3.6340994849853847,1.7025103158967256
Pre-NOTCH Transcription and Translation,24.1750549717158,0.5366917224023041,1.5774554841619726,1.1466775658250679,11.883425662224774,6.393142213786882,0.7019454239561562,2.079942011931286,1.5662008429207128,2.441611334081408,1.8077566189574759
DNA methylation,24.1750549717158,0.3845812833149077,2.3585968030166424,1.3507538468456068,9.674974610301081,5.126315877805552,0.7074158650049314,1.8268519573364905,1.6236521562194612,2.0814660377346863,1.5856645678792822
PRC2 methylates histones and DNA,24.171481814518163,0.3990397772204075,2.330664190432142,1.2708416875663056,9.794081723765832,5.219103289200115,0.7529732754148099,1.8262604826052136,1.6039182344891056,2.039852649041738,1.5088618720780589
Amyloid fiber formation,24.111233067943914,0.3296362195312977,2.3123175263703883,1.201968190409271,11.185910360767616,5.735536309271928,0.6692283802692769,1.7875896622884402,1.6525397943443743,2.546949417301174,1.6832304673892593
SIRT1 negatively regulates rRNA expression,24.10195543613185,0.4293594439869165,2.3614596636193337,1.2409730414941453,9.588525721624999,5.047258731290613,0.6862529017896477,1.7447358225813863,1.5983990213559596,2.1992292262179762,1.4742548615713134
DNA Damage/Telomere Stress Induced Senescence,24.10195543613185,1.1845312188014074,2.0535657982351085,0.8145188733818315,8.6716088617012,5.775969942411575,0.5391746947256661,2.0759297033260804,1.598132440292835,2.3948925765988935,1.6324277302748058
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,24.10195543613185,0.6880898648196134,2.3149195688089192,1.0832674439735168,8.665895534756784,5.076361975615612,0.6850444868655889,1.8651983768484042,1.364668227081587,1.7879760059217984,1.4342444983890192
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,24.10195543613185,0.3790398256571281,2.1566652484947624,1.2876172860640254,9.605301094745904,5.26618170979915,0.8633934884946306,2.1223905509389027,2.042600262282924,1.7502936381900016,1.623554883906863
RNA Polymerase I Promoter Opening,24.06982205406671,0.41156473451177206,2.4118866374477284,1.2488405645350733,9.360216519951255,5.058260584615892,0.705377448016115,1.7924627605991779,1.6615200332273987,2.056186371204902,1.512545208391549
Mitotic Prophase,24.060821294675467,18.09197349398875,1.1111396212162516,6.225585609976627,18.487771062141395,5.378765551808218,2.5459785429214965,2.005758343748233,5.651084210105503,0.7213359568842769,2.8728828470859638
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,24.043726385344968,0.5009108305225995,2.3585968030166424,1.2383916838870785,9.42285346446662,5.133835469168987,0.6719351972976829,1.7848791401299722,1.5641615878900446,2.1691090520711973,1.598980883763868
Meiotic synapsis,23.989772579764402,1.7522381758151522,2.193497540882274,0.5539908806097554,7.830985609993361,6.258244071595847,0.4683795848391188,2.0186016921681027,1.6407632391379519,2.78457042537304,1.4306733507528804
Depyrimidination,23.989772579764402,1.732748529380175,2.2545638067516247,0.6346593093268684,7.7521292106991835,5.932636646046974,0.5049473151780883,1.9711794679752899,1.5343708904508078,2.8296502174122073,1.3137254464617714
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,23.989772579764402,1.732748529380175,2.2545638067516247,0.6346593093268684,7.7521292106991835,5.932636646046974,0.5049473151780883,1.9711794679752899,1.5343708904508078,2.8296502174122073,1.3137254464617714
Cleavage of the damaged pyrimidine ,23.989772579764402,1.732748529380175,2.2545638067516247,0.6346593093268684,7.7521292106991835,5.932636646046974,0.5049473151780883,1.9711794679752899,1.5343708904508078,2.8296502174122073,1.3137254464617714
"Base-Excision Repair, AP Site Formation",23.96437799980582,1.8277261650013608,2.2545638067516247,0.6104836072413342,7.7056890412262,5.943458556195588,0.5097612902352423,1.9714613743631562,1.5309252264713387,2.8657776790616296,1.2937632111473059
HDACs deacetylate histones,23.951508611011686,0.3809430385224421,2.7418711369258424,1.2183031866147842,8.460463471062011,4.31400651601417,0.7476020969043748,1.6518256791148997,1.7999642374752012,1.33922872244547,1.441871947719183
RNA Polymerase I Promoter Escape,23.72618025525138,0.7244766927838187,1.7140141014552375,1.2666629497702073,9.734340577989189,6.163472495791397,0.32649536684137753,1.9963810094771783,1.255950339102399,1.3321939245915533,1.5945093183004952
Depurination,23.6945473726358,1.6689176777847,2.294823269546478,0.5302589093766262,7.233390202418752,5.726567273481701,0.47412138457194436,1.9192031179328723,1.7057494989622786,2.735010557916651,1.1734006839810718
Recognition and association of DNA glycosylase with site containing an affected purine,23.6945473726358,1.6689176777847,2.294823269546478,0.5302589093766262,7.233390202418752,5.726567273481701,0.47412138457194436,1.9192031179328723,1.7057494989622786,2.735010557916651,1.1734006839810718
Cleavage of the damaged purine,23.6945473726358,1.6689176777847,2.294823269546478,0.5302589093766262,7.233390202418752,5.726567273481701,0.47412138457194436,1.9192031179328723,1.7057494989622786,2.735010557916651,1.1734006839810718
Packaging Of Telomere Ends,23.68856461071616,1.6480462246645364,2.308763391914979,0.5410456328813487,7.266747497781495,5.643398389770888,0.47775532207375515,1.8893043393458036,1.699132477987101,2.7406644427313656,1.1898865895161812
HCMV Infection,23.26070572581294,3.4613236298124623,1.628545485006933,2.0502843990539654,9.04511727871675,4.608971646205247,0.8932783212586983,1.8459962926730837,3.149141859128934,0.3228505522009283,1.5754877829818448
B-WICH complex positively regulates rRNA expression,23.23642326290288,2.153363270318986,2.1292691679195808,1.464910531510283,9.628375699802401,5.1372818184732925,0.305645688282152,1.78876595240589,1.7702560784995727,0.8071104206000181,1.565741963766671
Nonhomologous End-Joining (NHEJ),23.0641173172356,1.9281153351709786,2.140834509115325,1.2183031866147842,9.793719159465825,5.843709339934822,0.7959283487603832,2.196835920950029,2.8214169399136577,0.48511096123586855,2.095095581380225
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,22.88266942814591,0.6893902501804777,2.3585968030166424,0.9750256405180154,8.999220784026667,5.0160425705867,1.0162611536310646,1.995499276290608,2.5680160267593357,0.6568816067886463,2.0103185948146747
RNA Polymerase I Transcription,22.56860146449721,0.4789887137536391,1.3189833585858373,0.8362836960303501,6.630442387663794,5.318519951350433,0.3296150449873794,2.2157704483007117,1.0542969800781319,0.7335251104897346,1.1479027645074742
NoRC negatively regulates rRNA expression,22.523653181941725,0.837673399543026,1.5980390769468733,1.0572727652720493,8.378212736142105,5.59729210385935,0.3048551846207792,1.9357823530302445,1.5444414153908508,0.9161083534237318,1.3771276004633732
Processing of DNA double-strand break ends,22.496418903077483,67.28294487822176,0.6942265007316957,22.519476746473035,35.761634773415125,5.571585981580328,3.608592118715367,3.7037964615413466,5.3919770814339465,4.102824846257492,5.764279133340368
RUNX1 regulates transcription of genes involved in differentiation of HSCs,22.49291900732257,11.863221188762509,1.2925193108827657,3.2260273831287387,7.026735834583512,1.8686927522058072,1.9784389571012055,1.1200298061338505,4.85277604184643,3.502054921312754,1.0038958343826703
Positive epigenetic regulation of rRNA expression,22.49291900732257,1.3953532157339523,1.876465661875413,1.1173732594521169,7.434290135161626,4.546158797868488,0.3269099113696885,1.9266028787232476,1.5717572854669086,0.4219167575943006,1.3219847930993673
HATs acetylate histones,22.403163351280394,1.373176777901784,1.7782774590384698,1.0223311810372708,8.807941920639282,5.7289165091261625,0.8730435838579638,1.8567866001717737,3.1081678102640256,0.6716757644308806,1.5088618720780589
Negative epigenetic regulation of rRNA expression,22.400784128867635,0.7614490059090511,1.5501232954897732,0.9779455321225975,8.360518839017617,5.634713496844991,0.3327282625087212,1.9237489500633715,1.5111748791395796,0.9939887573446986,1.3196247266895444
RNA Polymerase I Promoter Clearance,22.285816357829855,0.547606150191091,1.4051204692319241,0.7364467529594745,6.056492420042811,5.025326988423453,0.3327282625087212,2.174487957474212,1.1037251353816788,0.6706290385813666,1.0694437374894743
Interleukin-7 signaling,22.061187214673936,11.053725785289462,0.9428737796395453,12.574537117022755,16.861156564135225,2.0082347794234727,5.200856463411881,1.7078752403788524,2.1922369062951153,0.688404125779595,2.6941774648791146
G2/M DNA damage checkpoint,21.561466136749125,68.39045982948717,0.7168998942185488,21.029250476937868,36.24681603533718,6.2094017822222805,4.862089104137939,3.5384818209796074,6.268604028948166,4.774466970800589,6.085864502793641
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),21.019006642970695,78.44858856451732,1.3007326972878874,30.587283109132372,42.32648349309021,5.000017417198086,5.743472679628572,3.6171675517713533,4.424381679092472,5.801672081891105,7.822636912563559
Phosphorylation of the APC/C,20.96085448888921,67.70401723129362,1.8346035153705307,31.80587292284358,39.53495962591802,4.325087937012715,13.882174710797067,3.1305153253797853,4.90553596945001,14.143308817085657,12.57453313170435
Activation of BMF and translocation to mitochondria,20.694776927045815,1.8929451798679222,0.4949517658922791,6.495142886136433,0.7097200248403286,2.0005220005517494,3.718586457839127,0.3698748220918472,4.66447664180107,5.220870789898495,0.4121163745175806
Homology Directed Repair,20.659222439083305,81.20470944391937,1.4552441034151615,34.06277658231496,44.78245167440681,4.6271415992401215,6.978334710301079,3.4256828342196664,4.288887102658167,5.983495418269007,8.821960027943334
APC/C:Cdc20 mediated degradation of Cyclin B,20.562079561224532,69.07397715630616,1.6239515377411284,33.082248083583764,39.93049300502581,4.914770244091448,13.843263594803158,2.852521761328183,4.363439825437852,13.857347381312461,14.036007280910454
APC-Cdc20 mediated degradation of Nek2A,20.47292799737997,66.27389327639668,1.4300286012446646,30.01754676574388,38.26359088435764,6.626764780243394,10.923449046992655,3.0167558661396057,5.735590367606989,8.5926808245962,12.666238673477661
DNA Double-Strand Break Repair,20.450379481710332,83.16979153312572,1.0337540355325747,27.76745468900066,39.367234160732906,4.280931102410931,7.243718019102858,3.0167558661396057,5.933774518235528,8.228338689529833,7.368727485759914
TCF dependent signaling in response to WNT,19.339921743831287,13.608622682138122,0.7637340861372137,3.8346508183942727,6.259969275358283,1.8547270585713393,1.9114525222340475,1.384612879344348,4.826245183989601,4.555423687503336,1.0802645384273397
G1/S-Specific Transcription,18.333161252789026,100.49974307197054,1.4051204692319241,41.90861080037924,38.131204983019344,0.9806681787386524,16.026669101131493,2.5292843153271343,8.275516588988525,17.402995079072003,10.369778343907099
Mitotic Anaphase,18.051284253671252,98.85638732661518,1.0107809825725482,35.44308116634246,32.70682563840038,0.8067329263157893,16.332352444322176,1.923840092314289,10.745099099586414,19.986861995684826,10.017920600208411
Mitotic Metaphase and Anaphase,18.006807777903933,99.0384532864396,1.0455180793473466,35.78405904650918,32.88430796086061,0.7859012401534706,16.433258062252953,1.9569891182506958,10.68877980310216,20.146555560439342,10.087086756457785
Separation of Sister Chromatids,18.00275216835215,100.05690820223775,0.9979024399829289,35.96539344639474,32.92685807080868,0.7842455453392064,16.338920712837172,1.9028919714334194,10.939556493286261,19.64153012876585,10.032053719277659
tRNA processing,17.817688129431613,93.9470943005222,0.8341011907980813,36.163552809218764,38.55198585545827,4.33155244871052,6.66100868026683,3.914908471873068,10.08250448241517,7.545544604988398,15.309472359776631
Activated NTRK2 signals through PI3K,17.75749386817327,2.9255654525849737,0.5888829068849734,8.359761338863342,12.84344844418357,0.7015684320205138,4.980020202859953,1.6174103504058626,1.1827880128189932,1.3424412610363745,9.589816943897418
Mitotic Spindle Checkpoint,17.7520713822839,99.6170137534373,1.1560695501366598,42.84949125325773,43.760880036702225,0.9928055583349513,15.756769982214761,2.4944757223515057,7.995993651550778,12.991382137789332,11.96046535179596
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,17.73137722442392,88.7922673303611,1.3102666126607119,32.6587188874987,36.886226587239705,2.2664715232417225,10.017481256708125,3.5273771669147553,7.533905242078091,14.319596101310815,10.984180539149156
tRNA processing in the nucleus,17.56629582938479,70.06648256120326,1.3253168244030877,28.11278977201939,31.8270247939523,6.146013269050766,1.6875443645173436,4.731140035552312,4.804295169871546,5.661688178556062,12.860291109783386
Entry of Influenza Virion into Host Cell via Endocytosis,17.514773843702784,12.960751102136062,0.6970434814546964,2.102415430336992,1.3722110283404305,1.1049102474308106,7.6156199044152135,0.31982160287602657,6.3038414876301365,14.243136330117343,0.30285478232329366
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,17.504094074025414,44.39820502708283,2.7945045503567876,33.15348487233131,23.576161852900107,5.033750671450838,1.532352002466877,5.827357566435638,1.4871023883081995,5.900058561214161,10.043363284234337
Neurodegenerative Diseases,17.504094074025414,44.40640429733799,2.7945045503567876,33.15348487233131,23.58384643314684,5.035575645876557,1.5349220916057433,5.827357566435638,1.4872201194888548,5.898560902868656,10.043363284234337
M Phase,17.422365637093172,102.14002913699066,0.8821166834883771,38.06929786720342,37.20213295697517,0.7719556754554195,18.8955803722232,2.0592164007792806,11.106745825577406,17.800759639817848,10.256246924128197
Cell Cycle Checkpoints,17.275926709746397,102.31453000741732,1.1468023512831944,39.58488028727527,41.56265077200616,1.2165280984239044,16.88729124181551,2.3907530142084163,9.241449239319092,14.999678668071054,10.724610012077317
G2/M Checkpoints,17.139627057998197,91.7755174772057,0.7555796356560409,28.189741383473333,30.152005901994148,1.4568487260511933,12.851376690928195,1.8843213327232124,9.53213349102479,15.400691624351163,6.290698869063041
RHO GTPase Effectors,16.906934052149627,106.17448102979269,0.444016826850759,36.704206377264036,31.88866423922064,0.3406729499431168,18.623292318674093,1.931610865364224,13.973940041227142,19.39988928989546,9.052260055993637
G0 and Early G1,16.87683474640695,95.09982991307706,1.3321771004338019,36.0388433996287,38.616283532406676,3.5416262266986123,11.025396476913986,2.4932047909780906,7.8508196925281,12.975773133218372,14.11871426198597
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,16.73617831139959,100.39162076197726,1.0981220850321676,42.13670545965206,43.121763765936535,0.8652958034647862,15.730341928432356,2.363046919955576,8.022535627649757,12.806190051721124,11.439455349835804
Amplification of signal from the kinetochores,16.73617831139959,100.39162076197726,1.0981220850321676,42.13670545965206,43.121763765936535,0.8652958034647862,15.730341928432356,2.363046919955576,8.022535627649757,12.806190051721124,11.439455349835804
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",16.727936410815133,45.758864185114334,0.36596237293003325,30.836212436762757,32.92685807080868,12.19405588033999,1.1392262845916818,4.523868646881274,1.4307966606191502,3.67969515290676,34.99518538996859
Resolution of Sister Chromatid Cohesion,16.587141144685006,100.30427812383104,1.1742375423904643,42.18054758489805,42.14642827954754,0.9584795465084871,16.583144702648656,2.300524878005441,8.113543014658084,14.136711937880564,11.96046535179596
Cell Cycle,16.449248854368054,103.1322035505556,1.2015563916095775,43.691573269251556,42.78390178383094,0.9180664713626682,17.741685452177446,2.4722603638689593,8.356371123109938,15.03795840766397,11.853969324330247
Signaling by Rho GTPases,16.443895030538958,102.77232907463612,0.4019047633656603,30.669244437472745,26.701221046960054,0.33636616978010075,16.731187206173274,1.6263903688338717,15.295387165644867,20.304773942994405,7.242361095536195
"Cell Cycle, Mitotic",16.342688627950256,103.27715819117884,1.0676137083570691,43.691573269251556,41.27919332526041,0.6716035549789009,18.73270590765831,2.2318817924177985,8.981373128306613,16.000713308320037,11.837952947168981
Mitochondrial protein import,16.264451832326348,31.45701493271966,1.2900458168614828,14.623010826522167,22.667758199930173,7.031926946802597,2.039065650523229,4.452908494728144,4.961536487675171,3.040084795102746,8.768684852689736
EML4 and NUDC in mitotic spindle formation,16.210180856206534,101.38271485241835,1.1032649290520546,42.493832254485966,41.12099807878537,0.6202405419402172,17.287139486273638,2.261981803159702,8.702504650520813,14.599765528574586,11.218940431712383
Protein repair,16.016497393785453,1.2972782572349117,1.5120690908464245,18.500045720767734,34.24935824811501,9.88226298199504,10.863017808611112,10.684929362205079,3.9053644112261083,5.229417094315126,20.296773919807443
Epigenetic regulation of gene expression,15.921679832687598,1.7590541524125862,0.6864008100505675,0.3361269140809375,1.5870948924222543,2.8271060860878867,0.6967721234054923,2.170916721348986,0.8359174090967287,0.43318641219582743,0.3442687281978959
Cyclin A/B1/B2 associated events during G2/M transition,15.724520023260258,92.3795986232469,1.5751483015348853,47.714186429517746,42.85559204677274,0.8876003903906522,15.939243722060398,3.3755264187767215,4.21295826938801,16.482286039748853,14.404363730379101
S Phase,15.534809203138861,99.19101477530477,0.8350587615969616,31.77023164400865,27.74311318166117,0.656517856967637,14.306047980516304,1.4319876400521003,11.432882607384409,19.622405828051242,8.373271578070376
Sema3A PAK dependent Axon repulsion,15.51232118381771,0.6312632057977755,3.0057372427649556,16.414423734611994,37.85750449516424,14.678028659682068,5.9430885983940875,4.453719633868218,2.721010491194206,0.8624885824567985,17.50415227154984
Cell junction organization,15.419470298524768,19.264008612106295,4.167139998599502,6.077873467123862,21.506437143918152,19.90963289297501,1.5122015779634732,4.192190243605732,7.487258794717877,14.972712525904063,12.284382233730174
RHO GTPases Activate Formins,15.415127341803926,104.90302225386166,0.9146217640318827,43.62373181684043,39.029079419232076,0.37488266018645017,17.773976484802557,2.170901534399875,9.241449239319092,15.87120816382076,11.037250500040953
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,15.400554227489375,101.49940445262233,1.2312854071063775,32.62096950762567,37.44324862566767,2.717491343625235,8.070849932099089,2.2845347377966982,10.859289295810548,10.219875236454925,12.594402610898822
Interconversion of nucleotide di- and triphosphates,15.322075388964919,30.379535699515085,0.7741207313885747,9.114891665372646,7.473739007862323,1.1696307615558976,2.7961584057039133,1.3136323390522935,6.219944472335682,11.302871135481148,2.768241271698832
PKMTs methylate histone lysines,15.222938309012282,1.5365255364512653,0.8764793754801743,0.8896203516477602,0.6383375112090649,0.7779636716853642,1.602299147418457,4.125979904673489,2.547506567364837,3.6263740328595913,0.45208326670344656
DNA Replication,15.20555837505404,98.47156410485354,0.9972465093859343,34.97138542194809,30.71695138646631,0.4402719816531804,17.032332084358565,1.4878298652428554,9.586671556319764,20.391605688285015,8.247037080396957
Transcriptional regulation by RUNX1,15.196027167524878,29.031656847079034,0.8849078504477889,5.75828351642403,4.70201392329962,0.30476897239367384,3.918305989210772,0.5972885364756851,8.104998964514962,9.59468767546245,0.6204441754254745
MET receptor recycling,15.06418116051912,3.4787807064647436,0.9698089989780334,12.740638779985616,2.401208246751061,0.361191159040373,0.5234059313973074,1.328299894303738,5.107988753217453,1.888542262788264,7.997902149653756
Extension of Telomeres,15.064157520811484,77.31106915915608,2.3585968030166424,34.05737298326604,47.56185764326791,7.314115119772565,3.815938983473145,2.4722603638689593,3.5564745918885348,1.9143018474678022,11.95675020649779
Depolymerisation of the Nuclear Lamina,15.040041618522993,35.165094888697354,1.6521736183705853,24.64802700181605,42.78390178383094,5.0588900782204504,12.597720916450733,2.024623282414178,1.4892425162550118,3.5974694916914127,11.112034358213265
Synthesis of DNA,15.016475525153751,92.8126024152973,0.9079639545131586,29.71780703916759,25.83760991891252,0.5408712035286457,14.258372790313741,1.339466280575017,10.09301634924543,19.94932809465791,6.847249853378688
Transcription of E2F targets under negative control by DREAM complex,14.759299772553598,79.49948592630685,1.1380837849775158,23.15602533553302,22.61545711748813,4.24114963452726,1.8275597875557184,2.7527066910221905,6.341270768239386,11.071818404638211,10.666371633565744
Mitotic G1 phase and G1/S transition,14.685033052435951,100.66573880706899,0.8046552438001232,31.560717724821245,26.496233908406786,0.4159848611372456,14.656032483477533,1.401051176060935,10.237721905998047,23.007861470882883,7.9718589417276755
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,14.61754902716585,69.94937200918466,1.2495109975501804,38.16187874813338,40.72680015771926,3.006477625627504,13.188210696529579,1.3969766632550396,2.6542832938124623,8.924565631950783,14.939229329764027
G1/S Transition,14.557902179949018,92.96960836748774,0.8228000468151716,25.53869878147004,23.038635740751918,0.7599020434183468,11.397506709208427,1.2063974453378867,9.980113136933184,19.8791551209914,5.924760151986434
Signaling by NOTCH,14.502200371090249,23.518294620315604,0.6536909616207836,4.731052699927491,7.2366194729884965,1.14274127595951,3.5248315707972835,0.7515475878941529,6.055601506321358,5.653930841377824,0.7341506049002401
Telomere C-strand synthesis initiation,14.382305038423253,43.6303875619773,1.622263242100723,21.839661428719502,34.628759573921464,3.9351308501848408,2.6201745713704403,1.3692635166060445,0.8594168018832132,1.7997371431307811,5.803536902082793
DNA replication initiation,14.382305038423253,43.6303875619773,1.622263242100723,21.839661428719502,34.628759573921464,3.9351308501848408,2.6201745713704403,1.3692635166060445,0.8594168018832132,1.7997371431307811,5.803536902082793
G2/M Transition,14.318695259455316,99.79007948043757,0.805856223983994,33.98294591170028,32.52873101431326,0.5164564018202975,19.93996332838221,1.5848960971015449,9.976656683970807,19.996668067321107,7.951846564052248
POLB-Dependent Long Patch Base Excision Repair,14.170408365431006,40.00169169037837,1.255112279639358,28.248100658555465,42.06419779127938,3.074656290001325,6.764795925674822,1.1494652566503731,0.5417094524917812,2.098218792336105,9.624945046503488
Resolution of Abasic Sites (AP sites),14.158730320910054,81.19722522728374,1.661295042312806,33.36412725965179,45.26691180205121,3.1352197131801374,8.942426852412247,2.0885389241705643,3.8761157821693555,5.953784989828285,9.328680253050072
Factors involved in megakaryocyte development and platelet production,14.089610178584962,99.52747853259217,0.9930312370587834,47.95500296972024,39.94725227390057,0.3077682096930639,19.1999800211899,2.242160229088792,6.660877282023301,15.924659002886868,12.188002111157173
E2F mediated regulation of DNA replication,14.070890590232747,80.4854833175769,1.5767046330885268,36.99450035701226,47.030016294389995,2.1956487255706376,10.981258578911028,3.2802291092429634,2.9744287512740666,7.783012445000608,9.536069414847054
