,cluster 1 qvalues,cluster 10 qvalues,cluster 2 qvalues,cluster 3 qvalues,cluster 4ER+ qvalues,cluster 4ER- qvalues,cluster 5 qvalues,cluster 6 qvalues,cluster 7 qvalues,cluster 8 qvalues,cluster 9 qvalues
Activation of HOX genes during differentiation,25.369519205082934,1.215108998808659,1.937651688854349,2.2378908756236395,12.46363354054679,5.878242980716243,0.7212284348313813,2.2487687986936034,1.9816684282154013,1.6382647847705092,1.9502155502463518
Activation of anterior HOX genes in hindbrain development during early embryogenesis,25.369519205082934,1.215108998808659,1.937651688854349,2.2378908756236395,12.46363354054679,5.878242980716243,0.7212284348313813,2.2487687986936034,1.9816684282154013,1.6382647847705092,1.9502155502463518
RHO GTPases activate PKNs,25.324783790860256,0.35758122137741094,2.137067321019332,1.6887517542023298,11.858975881112393,5.8730674810301915,0.8306734896345724,2.109273165884398,1.4214637997895188,2.0134393077242536,2.1334278748352804
Meiotic recombination,25.214334981341633,0.3957553913633552,1.9539208461500126,1.533495594816846,9.827735092953649,5.544682868131257,0.7229477685008804,2.0770220820163536,1.7659256716912628,1.3954959009217616,1.6646256395450885
ESR-mediated signaling,25.10361677907607,0.3046894181658726,1.0014488112661186,1.051406669032214,10.632878659105083,7.689662561391266,0.6699843269420559,2.7788157473532764,2.0399795237327902,1.1177015527582832,1.8110875294906132
HCMV Late Events,24.95354105211044,1.3759757936878065,2.1805067903817523,1.8832410423998185,10.315270061108055,5.330895434907917,0.5565333361316296,2.009401237352955,2.020220631215827,1.064534534599351,1.8404947686244812
Condensation of Prophase Chromosomes,24.830449611615556,1.180598478638692,2.1690646150741655,2.110725630263739,11.731392706226842,5.366992920732935,0.9536990272910708,1.912054265774642,2.054081652738478,1.4114663676266215,1.905387478107061
Transcriptional regulation of granulopoiesis,24.713803247046073,0.48386224141539097,2.2279150747529397,1.6097934341856632,10.333366224437794,5.423789375408115,0.7513090572277775,1.9376163850973536,1.7702560784995727,1.7303741068802414,1.6448120204584349
Gene Silencing by RNA,24.713803247046073,1.2617025739769034,1.6886138958468835,1.9783251812513731,11.047334593985742,5.866817072954439,0.8945359153633431,2.295099739956995,2.2603282197991845,0.9136365610484968,1.9162806432448427
Formation of the beta-catenin:TCF transactivating complex,24.593876684324503,0.5351858116174423,1.9306343373301966,1.5835337555847464,11.702634664905098,6.580973468289807,0.722137519643425,2.1946852755512714,1.5132180758810698,2.9222588211443052,1.979396252463559
DNA Double Strand Break Response,24.58857321022037,2.9884824534982632,2.032163864830568,1.838462694250704,11.022974864080288,5.0160425705867,1.1469956198834141,2.258219031359412,3.174415895903695,0.32266274386131605,2.219254686386096
HCMV Early Events,24.5574161876312,3.2748480360987378,2.2279150747529397,2.3188737504228416,10.47109218581078,4.422278273057666,1.2676600468423422,1.6912638628310266,3.213922432149788,0.42749138609840753,1.8678404932521129
Pre-NOTCH Expression and Processing,24.2498824247501,0.657574644532596,1.4667588087779557,1.1103561592735889,12.314757927897647,6.628511353262997,0.8662239426899889,2.201148235911374,1.694901923521461,2.4394146355964437,1.8747016548876017
Metalloprotease DUBs,24.191436545237526,1.2867080520064196,2.768320789667474,1.2943008794669217,14.04699771756328,6.4933328812865305,0.3252265906446342,1.7180040699130419,1.893736046591545,3.6340994849853847,1.7025103158967256
Pre-NOTCH Transcription and Translation,24.1750549717158,0.5366917224023041,1.5774554841619726,1.1467642467795942,11.883425662224774,6.393142213786882,0.7019454239561562,2.079942011931286,1.5662008429207128,2.441611334081408,1.8077566189574759
DNA methylation,24.1750549717158,0.3845812833149077,2.355626019844977,1.3507538468456068,9.674974610301081,5.126315877805552,0.7076788347265011,1.8268519573364905,1.6236521562194612,2.0814660377346863,1.5856645678792822
PRC2 methylates histones and DNA,24.171481814518163,0.3990397772204075,2.330664190432142,1.2708416875663056,9.794081723765832,5.219103289200115,0.7529732754148099,1.8262604826052136,1.6039182344891056,2.039852649041738,1.5088618720780589
Amyloid fiber formation,24.111233067943914,0.3296362195312977,2.3123175263703883,1.2016812432684039,11.185910360767616,5.735536309271928,0.6692283802692769,1.7875896622884402,1.6525397943443743,2.547252167039404,1.6832304673892593
SIRT1 negatively regulates rRNA expression,24.101955417422673,0.42914235101468634,2.3614596636193337,1.2409730414941453,9.588525721624999,5.047258731290613,0.6867715435397723,1.7447358225813863,1.5983990213559596,2.1992292262179762,1.4742548615713134
DNA Damage/Telomere Stress Induced Senescence,24.101955417422673,1.1845312188014074,2.0538690919412037,0.8142613610814298,8.6716088617012,5.775969942411575,0.5391746947256661,2.0759297033260804,1.5982925055770636,2.3948925765988935,1.632493952890585
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,24.101955417422673,0.6878647834557241,2.3149195688089192,1.0832674439735168,8.665584628803785,5.076361975615612,0.6850444868655889,1.8649537668791225,1.364538981613157,1.7879760059217984,1.4342444983890192
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,24.101955417422673,0.37903982562172434,2.1566652484947624,1.2873255188782395,9.605301087863346,5.26618170613118,0.8634438581556554,2.1223905509389027,2.0426002610962577,1.7502936372539935,1.6235548829481463
RNA Polymerase I Promoter Opening,24.069822035390654,0.41156473445992653,2.411886635345185,1.248840563918829,9.360378398298145,5.058260581110063,0.705377448016115,1.7924627594025981,1.6615200323216557,2.0562530078790235,1.5125452075193813
Mitotic Prophase,24.060821294675467,18.09197349398875,1.1111396212162516,6.225585609976627,18.487771062141395,5.378765551808218,2.5459785429214965,2.005758343748233,5.651084210105503,0.7213359568842769,2.8728828470859638
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,24.043726385344968,0.5009108305225995,2.355626019844977,1.2383916838870785,9.42285346446662,5.134414142781455,0.6716773792539561,1.7848791401299722,1.5641615878900446,2.1691090520711973,1.598980883763868
Meiotic synapsis,23.989772579764402,1.752373257932827,2.1934975390501212,0.5539908804683523,7.831132964397263,6.25754415646741,0.46837958474536945,2.018601690764941,1.6406187446970892,2.7846495488109064,1.4306733499466882
Depyrimidination,23.989772579764402,1.732748529380175,2.2545638067516247,0.6346593093268684,7.7521292106991835,5.932636646046974,0.5050169126706228,1.9711794679752899,1.5343708904508078,2.8296502174122073,1.3137254464617714
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,23.989772579764402,1.732748529380175,2.2545638067516247,0.6346593093268684,7.7521292106991835,5.932636646046974,0.5050169126706228,1.9711794679752899,1.5343708904508078,2.8296502174122073,1.3137254464617714
Cleavage of the damaged pyrimidine ,23.989772579764402,1.732748529380175,2.2545638067516247,0.6346593093268684,7.7521292106991835,5.932636646046974,0.5050169126706228,1.9711794679752899,1.5343708904508078,2.8296502174122073,1.3137254464617714
"Base-Excision Repair, AP Site Formation",23.96437799980582,1.8277261650013608,2.2545638067516247,0.6104836072413342,7.7056890412262,5.943458556195588,0.5097612902352423,1.9714613743631562,1.5309252264713387,2.8657776790616296,1.2937632111473059
HDACs deacetylate histones,23.951508611011686,0.3807295735479291,2.7418711369258424,1.2182017289323213,8.460463471062011,4.31400651601417,0.7475104318738668,1.651244803029364,1.7998115854392802,1.33922872244547,1.4420287975687323
RNA Polymerase I Promoter Escape,23.72618025525138,0.7244766927838187,1.712775029339689,1.2666629497702073,9.734340577989189,6.163472495791397,0.3264458825995979,1.9963810094771783,1.255950339102399,1.3321939245915533,1.5943429105239453
Depurination,23.6945473726358,1.6689176777847,2.294823269546478,0.5302589093766262,7.233390202418752,5.726353845362381,0.47412138457194436,1.9192031179328723,1.7057494989622786,2.735010557916651,1.1734006839810718
Recognition and association of DNA glycosylase with site containing an affected purine,23.6945473726358,1.6689176777847,2.294823269546478,0.5302589093766262,7.233390202418752,5.726353845362381,0.47412138457194436,1.9192031179328723,1.7057494989622786,2.735010557916651,1.1734006839810718
Cleavage of the damaged purine,23.6945473726358,1.6689176777847,2.294823269546478,0.5302589093766262,7.233390202418752,5.726353845362381,0.47412138457194436,1.9192031179328723,1.7057494989622786,2.735010557916651,1.1734006839810718
Packaging Of Telomere Ends,23.68856461071616,1.6480462246645364,2.308763391914979,0.5410456328813487,7.266747497781495,5.643398389770888,0.47775532207375515,1.8893043393458036,1.6989849455145551,2.7406644427313656,1.1898865895161812
HCMV Infection,23.26070572581294,3.461598412790249,1.628545485006933,2.050632810209357,9.04511727871675,4.608971646205247,0.8932783212586983,1.8457529967043518,3.149141859128934,0.3228505522009283,1.5756530767287902
B-WICH complex positively regulates rRNA expression,23.23642326290288,2.153363270318986,2.1292691679195808,1.464910531510283,9.628375699802401,5.136879167536944,0.30548196528772886,1.78876595240589,1.7702560784995727,0.8069472344363026,1.565741963766671
Nonhomologous End-Joining (NHEJ),23.0641173172356,1.9281153351709786,2.140834509115325,1.2182017289323213,9.793719159465825,5.843709339934822,0.7959283487603832,2.1965655855905943,2.8210420633414794,0.48511096123586855,2.095095581380225
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,22.88266942814591,0.6893902501804777,2.355626019844977,0.9750256405180154,8.999220784026667,5.0160425705867,1.0162611536310646,1.995499276290608,2.5682026805294917,0.6568153428602005,2.0104137466988874
RNA Polymerase I Transcription,22.56860146449721,0.478769649697593,1.3189833585858373,0.8362836960303501,6.630442387663794,5.318314886955971,0.3296150449873794,2.2157704483007117,1.0543524192453977,0.7335251104897346,1.1479712630590455
NoRC negatively regulates rRNA expression,22.523653181941725,0.837673399543026,1.598301551397259,1.0571796963379554,8.378212736142105,5.59729210385935,0.3048551846207792,1.9357823530302445,1.5444414153908508,0.9163521336613442,1.3771276004633732
Processing of DNA double-strand break ends,22.496418903077483,67.28294487822176,0.6942265007316957,22.519966326568703,35.761634773415125,5.571585981580328,3.608592118715367,3.7037964615413466,5.390904748835063,4.1026289168341465,5.764279133340368
RUNX1 regulates transcription of genes involved in differentiation of HSCs,22.49291900732257,11.863221188762509,1.2925193108827657,3.2260273831287387,7.026735834583512,1.8686927522058072,1.9784389571012055,1.1200298061338505,4.85277604184643,3.502054921312754,1.0038958343826703
Positive epigenetic regulation of rRNA expression,22.49291900732257,1.3953532157339523,1.876465661875413,1.1172770924199094,7.434290135161626,4.546158797868488,0.3266960258780947,1.9266028787232476,1.5718799218153299,0.4219167575943006,1.3219847930993673
HATs acetylate histones,22.403163351280394,1.373176777901784,1.7785565217357808,1.0223311810372708,8.807941920639282,5.7289165091261625,0.8730435838579638,1.8567866001717737,3.1081678102640256,0.6716757644308806,1.5088618720780589
Negative epigenetic regulation of rRNA expression,22.400784128867635,0.7614490059090511,1.5503807954033308,0.9779455321225975,8.360518839017617,5.634713496844991,0.3327282625087212,1.9237489500633715,1.5111748791395796,0.9939887573446986,1.3196247266895444
RNA Polymerase I Promoter Clearance,22.285816357829855,0.5478025880519192,1.4051204692319241,0.7364467529594745,6.056492420042811,5.025326988423453,0.3327282625087212,2.1750227728298124,1.1036821102613272,0.6706962934140664,1.0694437374894743
Interleukin-7 signaling,22.061864619079554,11.054096131850713,0.9428737796395453,12.574173900094685,16.862478621618987,2.0084757072247266,5.200856463411881,1.7078752403788524,2.192577395910285,0.6883357128267764,2.6941774648791146
G2/M DNA damage checkpoint,21.561466136749125,68.39045982948717,0.7168998942185488,21.029250476937868,36.24681603533718,6.2094017822222805,4.861820258446489,3.538836454767667,6.268604028948166,4.774466970800589,6.085864502793641
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),21.019006626773354,78.44909469906337,1.3007326963849173,30.58785498060137,42.32683694246363,5.000017413741233,5.743766565697458,3.6171675488775836,4.4243816761094354,5.801672077948579,7.82263690658376
Phosphorylation of the APC/C,20.96085448888921,67.70401723129362,1.8346035153705307,31.806456573572884,39.53564135992487,4.325087937012715,13.881710986911381,3.1305153253797853,4.905270218701282,14.142931674128109,12.575042831654438
Activation of BMF and translocation to mitochondria,20.694776927045815,1.893059130559614,0.4949517658922791,6.495142886136433,0.7097200248403286,2.000876671442758,3.718586457839127,0.3698748220918472,4.66447664180107,5.221261166987165,0.4121163745175806
Homology Directed Repair,20.659222439083305,81.20470944391937,1.4552441034151615,34.062171632623766,44.78245167440681,4.626607739944988,6.978334710301079,3.427575187897371,4.288887102658167,5.983495418269007,8.821960027943334
APC/C:Cdc20 mediated degradation of Cyclin B,20.56273374402946,69.0749262671698,1.6246870110827256,33.08314166769488,39.93220626217432,4.914377414698573,13.844652564275213,2.8522062804530837,4.363689327846434,13.856974206986544,14.03384619327821
APC-Cdc20 mediated degradation of Nek2A,20.47292799737997,66.27389327639668,1.429164428927189,30.01754676574388,38.26426079030362,6.625099933846026,10.92467952296199,3.0159312630759993,5.735590367606989,8.593262325167434,12.666238673477661
DNA Double-Strand Break Repair,20.450379481710332,83.16979153312572,1.0337540355325747,27.76745468900066,39.367234160732906,4.280931102410931,7.243718019102858,3.015581056607504,5.933774518235528,8.22786994206727,7.368727485759914
TCF dependent signaling in response to WNT,19.33928693098763,13.60903562888655,0.7637340861372137,3.8346508183942727,6.259969275358283,1.8547270585713393,1.9114525222340475,1.384612879344348,4.826245183989601,4.555423687503336,1.0803965489215477
G1/S-Specific Transcription,18.33316126693104,100.49974314837628,1.4051204692319241,41.90861083266447,38.13120501208274,0.9806681791759265,16.026669113365816,2.5292843172161086,8.275516595005,17.402995091887995,10.369778352002065
Mitotic Anaphase,18.051284253671252,98.85638732661518,1.0107809825725482,35.44308116634246,32.70682563840038,0.8067329263157893,16.332352444322176,1.923930373846503,10.745099099586414,19.986861995684826,10.017920600208411
Mitotic Metaphase and Anaphase,18.006807777903933,99.0384532864396,1.0455180793473466,35.78405904650918,32.88430796086061,0.7859012401534706,16.433258062252953,1.9569891182506958,10.68877980310216,20.146555560439342,10.087086756457785
Separation of Sister Chromatids,18.00275216835215,100.05690820223775,0.9975145140927543,35.96539344639474,32.92685807080868,0.7842455453392064,16.338920712837172,1.9028919714334194,10.939556493286261,19.64153012876585,10.032053719277659
tRNA processing,17.817688129431613,93.9470943005222,0.8341011907980813,36.163552809218764,38.55198585545827,4.33155244871052,6.66100868026683,3.9156603076946133,10.08250448241517,7.545544604988398,15.309472359776631
Activated NTRK2 signals through PI3K,17.75749386817327,2.9255654525849737,0.589213546019256,8.359761338863342,12.84344844418357,0.7015684320205138,4.980020202859953,1.6179557400067137,1.1827880128189932,1.3424412610363745,9.589816943897418
Mitotic Spindle Checkpoint,17.7520713822839,99.6170137534373,1.1560695501366598,42.84949125325773,43.760880036702225,0.9928055583349513,15.756769982214761,2.4944757223515057,7.995993651550778,12.991382137789332,11.96046535179596
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,17.73137722442392,88.7922673303611,1.3102666126607119,32.6587188874987,36.886226587239705,2.2664715232417225,10.017815557240489,3.5273771669147553,7.533905242078091,14.319596101310815,10.984180539149156
tRNA processing in the nucleus,17.56629582938479,70.06648256120326,1.3253168244030877,28.11278977201939,31.8270247939523,6.146013269050766,1.687694703697779,4.731140035552312,4.804295169871546,5.661688178556062,12.860291109783386
Entry of Influenza Virion into Host Cell via Endocytosis,17.514773843702784,12.961153715056994,0.6970434814546964,2.1028443857250316,1.3722110283404305,1.1049102474308106,7.6156199044152135,0.31982160287602657,6.3038414876301365,14.243136330117343,0.30285478232329366
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,17.504094074025414,44.40806677115403,2.79267887006483,33.15348487233131,23.586114294602663,5.036537458824358,1.5351312328140743,5.8259524701248955,1.4874921119448,5.897845793795493,10.043814907910717
Neurodegenerative Diseases,17.504094074025414,44.41019753662707,2.79267887006483,33.15348487233131,23.586114294602663,5.03677017367233,1.535206855943237,5.8259524701248955,1.4873743402132835,5.898151384232086,10.043814907910717
M Phase,17.422365637093172,102.14002913699066,0.8821166834883771,38.06929786720342,37.20213295697517,0.7719556754554195,18.8955803722232,2.0592164007792806,11.106745825577406,17.800759639817848,10.256246924128197
Cell Cycle Checkpoints,17.275926709746397,102.31422226772533,1.1468023512831944,39.58488028727527,41.56265077200616,1.2165280984239044,16.88729124181551,2.3907530142084163,9.241449239319092,14.999678668071054,10.724610012077317
G2/M Checkpoints,17.139627057998197,91.7755174772057,0.7555149574827402,28.189741383473333,30.152005901994148,1.4568487260511933,12.851376690928195,1.8843213327232124,9.53213349102479,15.400691624351163,6.290698869063041
RHO GTPase Effectors,16.906934052149627,106.17448102979269,0.4437533785673372,36.704206377264036,31.88866423922064,0.3406729499431168,18.623292318674093,1.931610865364224,13.973940041227142,19.39988928989546,9.052260055993637
G0 and Early G1,16.87683474640695,95.09982991307706,1.3321771004338019,36.0388433996287,38.616283532406676,3.5416262266986123,11.025396476913986,2.4932047909780906,7.8508196925281,12.975773133218372,14.11871426198597
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,16.73617831139959,100.39162076197726,1.0981220850321676,42.13670545965206,43.121763765936535,0.8652958034647862,15.730341928432356,2.363046919955576,8.022535627649757,12.806190051721124,11.439455349835804
Amplification of signal from the kinetochores,16.73617831139959,100.39162076197726,1.0981220850321676,42.13670545965206,43.121763765936535,0.8652958034647862,15.730341928432356,2.363046919955576,8.022535627649757,12.806190051721124,11.439455349835804
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",16.72262439996853,45.75963446550372,0.36587281649819275,30.83965809080577,32.945194678867594,12.193418702347808,1.14010947340315,4.5200299288955845,1.4292020158737395,3.6754483718451056,35.006119734272055
Resolution of Sister Chromatid Cohesion,16.58714115743829,100.30427820006012,1.174564670999585,42.18088560534931,42.14642831190408,0.9583580090202797,16.58314471532981,2.300524879676184,8.113543020548143,14.13652342948102,11.96046535179596
Cell Cycle,16.449248854368054,103.1322035505556,1.2015563916095775,43.691573269251556,42.78390178383094,0.9180664713626682,17.741685438581882,2.4722603638689593,8.35728832404621,15.03795840766397,11.853969324330247
Signaling by Rho GTPases,16.443895030538958,102.77232907463612,0.4019047633656603,30.669244437472745,26.701221046960054,0.33636616978010075,16.731187206173274,1.6269439628946858,15.295387165644867,20.304773942994405,7.243500487865724
"Cell Cycle, Mitotic",16.342688627950256,103.27715819117884,1.0676137083570691,43.691573269251556,41.27919332526041,0.6716035549789009,18.73270590765831,2.2318817924177985,8.981373128306613,16.000713308320037,11.837952947168981
Mitochondrial protein import,16.264451832326348,31.45701493271966,1.2900458168614828,14.623010826522167,22.667758199930173,7.031926946802597,2.039065650523229,4.452908494728144,4.961536487675171,3.040084795102746,8.768684852689736
EML4 and NUDC in mitotic spindle formation,16.210180856206534,101.38271485241835,1.1032649290520546,42.493832254485966,41.12099807878537,0.6202405419402172,17.287139486273638,2.261981803159702,8.702504650520813,14.599765528574586,11.218940431712383
Protein repair,16.016497393785453,1.2972782572349117,1.5120690908464245,18.500045720767734,34.2480923486683,9.88226298199504,10.863017808611112,10.684929362205079,3.9053644112261083,5.229807822620297,20.296773919807443
Epigenetic regulation of gene expression,15.921679832687598,1.7590541524125862,0.6864008100505675,0.33608489150657195,1.5869727620736052,2.8271060860878867,0.6967721234054923,2.170916721348986,0.8359174090967287,0.4334042674709767,0.3442687281978959
Cyclin A/B1/B2 associated events during G2/M transition,15.724520023260258,92.38179902872275,1.5751483015348853,47.714909972623715,42.85559204677274,0.8876003903906522,15.939243722060398,3.3751808815479842,4.21295826938801,16.482286039748853,14.404363730379101
S Phase,15.534809203138861,99.19101477530477,0.8350587615969616,31.77023164400865,27.74311318166117,0.656517856967637,14.305105800604682,1.4319876400521003,11.432882607384409,19.622405828051242,8.373271578070376
Sema3A PAK dependent Axon repulsion,15.511752805758936,0.6319834355032401,3.003837441892407,16.415673390930678,37.858170682201056,14.677323827097895,5.942489910915137,4.4541239945847115,2.720432486030102,0.8620141143518532,17.5119851451128
Cell junction organization,15.420036973117478,19.264008612106295,4.166688020908489,6.078122959816261,21.506437143918152,19.90963289297501,1.5122015779634732,4.192190243605732,7.4869246478144555,14.973489594165445,12.284382233730174
RHO GTPases Activate Formins,15.415127341803926,104.90302225386166,0.9146217640318827,43.62373181684043,39.029079419232076,0.37488266018645017,17.773976484802557,2.170901534399875,9.241449239319092,15.87120816382076,11.037250500040953
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,15.400554227489375,101.49940445262233,1.2312854071063775,32.62096950762567,37.44324862566767,2.717491343625235,8.070849932099089,2.2845347377966982,10.859289295810548,10.219875236454925,12.594402610898822
Interconversion of nucleotide di- and triphosphates,15.321510668189472,30.379535699515085,0.7742848352372002,9.11427615678662,7.473739007862323,1.1691598049863527,2.7961584057039133,1.313432775939313,6.220246739153596,11.302871135481148,2.768014512075572
PKMTs methylate histone lysines,15.222938309012282,1.5365255364512653,0.8764793754801743,0.8896203516477602,0.6382684754445479,0.7779636716853642,1.602299147418457,4.125979904673489,2.5476924133714522,3.6263740328595913,0.45208326670344656
DNA Replication,15.20555837505404,98.47156410485354,0.9972465093859343,34.97138542194809,30.71695138646631,0.4402719816531804,17.032332084358565,1.4878298652428554,9.586671556319764,20.391605688285015,8.247037080396957
Transcriptional regulation by RUNX1,15.196027167524878,29.031656847079034,0.8849078504477889,5.75828351642403,4.70201392329962,0.30476897239367384,3.918546179002837,0.5972885364756851,8.105347710734522,9.59468767546245,0.6204441754254745
MET receptor recycling,15.06418116051912,3.479056012009242,0.9698089989780334,12.740638779985616,2.401208246751061,0.361191159040373,0.5234059313973074,1.328299894303738,5.107988753217453,1.888542262788264,7.99830318464927
Extension of Telomeres,15.064157520811484,77.31106915915608,2.355626019844977,34.05737298326604,47.56185764326791,7.314926127444107,3.815938983473145,2.4722603638689593,3.5564745918885348,1.9143018474678022,11.95675020649779
Depolymerisation of the Nuclear Lamina,15.040600899574882,35.16374791671378,1.6521736183705853,24.64802700181605,42.78390178383094,5.0588900782204504,12.598162077599294,2.0239012631590927,1.4891064152619637,3.5972871116478164,11.112034358213265
Synthesis of DNA,15.016475525153751,92.8126024152973,0.9079639545131586,29.71780703916759,25.83760991891252,0.5408712035286457,14.258372790313741,1.339466280575017,10.09301634924543,19.94932809465791,6.847249853378688
Transcription of E2F targets under negative control by DREAM complex,14.759299772553598,79.49846669943219,1.1380837849775158,23.157018779678776,22.61545711748813,4.24114963452726,1.8274022371369139,2.752397472643307,6.340354427935749,11.071154217571335,10.666371633565744
Mitotic G1 phase and G1/S transition,14.685033052435951,100.66573880706899,0.8046552438001232,31.560717724821245,26.496233908406786,0.4159848611372456,14.656032483477533,1.401051176060935,10.237721905998047,23.007861470882883,7.9718589417276755
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,14.61754902716585,69.94937200918466,1.248842337707694,38.16187874813338,40.72680015771926,3.0060549545655255,13.188210696529579,1.3969766632550396,2.6542832938124623,8.924565631950783,14.939229329764027
G1/S Transition,14.557902179949018,92.96960836748774,0.8228000468151716,25.53869878147004,23.038635740751918,0.7599020434183468,11.397506709208427,1.2063974453378867,9.980113136933184,19.8791551209914,5.924760151986434
Signaling by NOTCH,14.502200371090249,23.518294620315604,0.6536909616207836,4.731052699927491,7.2366194729884965,1.1426766911431048,3.5248315707972835,0.7515475878941529,6.055601506321358,5.653930841377824,0.7341506049002401
DNA replication initiation,14.382305038423253,43.6303875619773,1.622263242100723,21.839661428719502,34.62812292765808,3.9351308501848408,2.6201745713704403,1.3692285738559409,0.8594168018832132,1.7997371431307811,5.803536902082793
Telomere C-strand synthesis initiation,14.382305038423253,43.6303875619773,1.622263242100723,21.839661428719502,34.62812292765808,3.9351308501848408,2.6201745713704403,1.3692285738559409,0.8594168018832132,1.7997371431307811,5.803536902082793
G2/M Transition,14.318695259455316,99.79007948043757,0.805856223983994,33.98294591170028,32.52873101431326,0.5164564018202975,19.93996332838221,1.5848960971015449,9.976656683970807,19.996668067321107,7.951846564052248
POLB-Dependent Long Patch Base Excision Repair,14.170408365431006,40.002411006788144,1.255112279639358,28.248100658555465,42.0634933077225,3.074656290001325,6.764795925674822,1.1493239001300164,0.5417817733378779,2.0979293591485155,9.624945046503488
Resolution of Abasic Sites (AP sites),14.158730320910054,81.19722522728374,1.661295042312806,33.36412725965179,45.26617847554326,3.1352197131801374,8.942426852412247,2.0885389241705643,3.8761157821693555,5.954024616592883,9.328680253050072
Factors involved in megakaryocyte development and platelet production,14.089610178584962,99.52747853259217,0.9930312370587834,47.95500296972024,39.94725227390057,0.3077682096930639,19.200528789437314,2.242160229088792,6.660877282023301,15.924659002886868,12.188002111157173
E2F mediated regulation of DNA replication,14.070890590232747,80.4854833175769,1.5767046330885268,36.99450035701226,47.030016294389995,2.1956487255706376,10.981258578911028,3.2802480157925875,2.9744287512740666,7.783012445000608,9.536069414847054
